file,status,reason,word_count,alpha_ratio,symbol_ratio,digit_ratio,unique_token_ratio,repeat_token_ratio,avg_token_len,strict_lang,preview
data\whisper_transcriptions\Teeth Mountain - Soft Beast 1736.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\Terrible Terrible - Wrists Like Little Branches (Basement Skylights Remix) 128484.txt,kept,,19,0.7817,0.0634,0.0,0.7895,0.1579,5.3684,unknown,"This is the Australian Comedy Blue, Monitoring Academy Room withiãoZoo Xchseltobi.com I'm not a problem. I'm not a problem. I'm not a problem."
data\whisper_transcriptions\Terry & Louie - Days Gone By 130084.txt,kept,,35,0.7692,0.0256,0.0,0.8571,0.0857,4.1429,unknown,You know you were fine to me It was such a bad thing And still I'm getting into all good things You never let's all I'm gonna describe I reminisce about the days gone by I didn't try I didn't try
data\whisper_transcriptions\Tha Connection - Funktions Prod. Sci Fi 13735.txt,kept,,60,0.794,0.0275,0.0027,0.8333,0.0667,4.7167,unknown,"Caught in a situ, you're aliming off Cold with your P's but without your Q's Another nugga dead, I doubt your news The product when you bounce from crew to crew Don't know who was who We install the final module On the artificial intelligence system "
data\whisper_transcriptions\Tha Connection - Funktions Prod. Sci Fi _13735_.txt,kept,,66,0.7947,0.0289,0.0,0.8485,0.0758,4.5455,unknown,"Caught in a sit show, you're a laminar Call with your peas, pull without your cues Another nukkid dead, hot doubt your news The product, the way you bounce from crew to crew Don't know who was who Reinstall the myo-marginal On the artificial intellig"
data\whisper_transcriptions\Tha Silent Partner - Bollywood Funky Horror Music (Main Mix) 108836.txt,dropped,too_short(<6_words),0,0.5079,0.0,0.0,0.0,1.0,0.0,unknown,I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
data\whisper_transcriptions\Tha Silent Partner - Chapelle Intro 94449.txt,kept,,68,0.7224,0.0746,0.0,0.6765,0.0882,3.9559,unknown,"You are. I'm glad y'all came out, man. I'm nervous. I am. Not about the special. I just, I hope this shit don't make me famous. You dig? I don't want to be famous famous. I want people to like me for who I am. Like, famous dude don't ever know why pe"
data\whisper_transcriptions\Tha Silent Partner - Dance With The Godfather 63874.txt,kept,,7,0.6889,0.2,0.0,1.0,0.1429,4.4286,unknown,Go to Beadaholique.com for Each�� всегоKYver.
data\whisper_transcriptions\Tha Silent Partner - drunkenCPU 146683.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\Tha Silent Partner - Dub Like Ting (Dutty Stinkin' Ting) 72784.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Tha Silent Partner - Epilogue By Lloyd 'June' Bryan _72789_.txt,kept,,30,0.7514,0.0811,0.0,0.8333,0.1,4.5667,unknown,"....same as the old sounds..... hips, andasia degenerates and shakes opposites this is for you I love your looks copied by you ....and I love your performance really goodЬ Parks Day you"
data\whisper_transcriptions\Tha Silent Partner - Faraway (4 Mike & Annie) 108840.txt,dropped,too_short(<6_words),3,0.8,0.1,0.0,1.0,0.3333,4.6667,unknown,Musique de générique
data\whisper_transcriptions\Tha Silent Partner - Faraway (4 Mike & Annie) _108840_.txt,kept,,12,0.7463,0.0746,0.0,0.8333,0.1667,3.9167,unknown,"Musique de fin Je m'en oublie, je m'en souviens J'ai mal à souffrir"
data\whisper_transcriptions\Tha Silent Partner - Fatherhood 72790.txt,kept,,10,0.7826,0.0217,0.0,1.0,0.1,3.6,unknown,Take my hand child and come with me Thank you.
data\whisper_transcriptions\Tha Silent Partner - Fatherhood _72790_.txt,kept,,7,0.8,0.0286,0.0,1.0,0.1429,4.0,unknown,"They drink my fenncha, come with me"
data\whisper_transcriptions\Tha Silent Partner - Green Bags (Featuring Mayhem) (Bonus Track) 94468.txt,dropped,boilerplate_or_non_lyrics,86,0.8057,0.0248,0.0,0.7674,0.0581,4.8837,unknown,"A partner with the bond with nasty like secretion Get that MRDY Skill musicians, my job to ditch and pair with solid instruments Will resonate and elevate the next great mind For Siamese, there's a find us fee payment needed all time Check the creden"
data\whisper_transcriptions\Tha Silent Partner - Green Bags (Instrumental) 96657.txt,dropped,too_repetitive,19,0.8039,0.0098,0.0,0.5263,0.3684,4.2632,unknown,Yeah Yeah Yeah Yeah Yeah Yeah Yeah Lookin' back on the track for a little green pack Little green pack
data\whisper_transcriptions\Tha Silent Partner - Head Cold 108841.txt,dropped,too_short(<6_words),4,0.8,0.05,0.0,1.0,0.25,4.0,unknown,Welcome to the show.
data\whisper_transcriptions\Tha Silent Partner - Jack Did It Again 72782.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Tha Silent Partner - Jack Did It Again _72782_.txt,kept,,7,0.7333,0.0667,0.0,1.0,0.1429,3.1429,unknown,"You go back, Jack, do it again"
data\whisper_transcriptions\Tha Silent Partner - Mandingo Ocean 134827.txt,dropped,too_short(<6_words),5,0.7727,0.0,0.0,1.0,0.2,3.2,unknown,I like to keep my feet
"data\whisper_transcriptions\Tha Silent Partner - Meant 4 Me, Meant 4 U (music, I love you) (Outro) 94467.txt",dropped,low_token_diversity,18,0.7356,0.046,0.0,0.3333,0.2222,3.4444,unknown,I was meant for you. You were meant for me. I was meant for you. You were meant for me.
data\whisper_transcriptions\Tha Silent Partner - moonrawks 146681.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\Tha Silent Partner - Needy Ass 134825.txt,kept,,8,0.7692,0.0,0.0,0.5,0.25,3.5,unknown,I need your love in I need your love in
data\whisper_transcriptions\Tha Silent Partner - No Mas 13199.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Tha Silent Partner - Prologue By Lloyd 'June' Bryan 72781.txt,kept,,60,0.7516,0.0446,0.0,0.7,0.0667,3.8667,unknown,"He or I speaking about, you know, our mothers or, you know, our aunties and things like that, because he was adopted into my household as such. He was a nephew. He was a son. And to me, he's still one of my very best friends. To this day, if you woul"
data\whisper_transcriptions\Tha Silent Partner - Simon Pegg 123645.txt,dropped,too_short(<6_words),4,0.8,0.05,0.0,1.0,0.25,4.0,unknown,Welcome to the show.
data\whisper_transcriptions\Tha Silent Partner - Slapped In The Old Country 3 108837.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\Tha Silent Partner - Something 4Her2 Strip2 72783.txt,dropped,too_short(<6_words),5,0.625,0.2083,0.0,0.2,1.0,3.0,unknown,"Hey, hey, hey, hey, hey!"
data\whisper_transcriptions\Tha Silent Partner - Take The Blame 72788.txt,kept,,8,0.7805,0.0488,0.0,0.875,0.25,4.125,unknown,Who's the one who finally takes the pain?
data\whisper_transcriptions\Tha Silent Partner - TSP And The Moon 94465.txt,dropped,boilerplate_or_non_lyrics,9,0.7708,0.0625,0.0,1.0,0.1111,4.2222,unknown,"Welcome to the podcast, and we'll be right back."
data\whisper_transcriptions\Tha Silent Partner - TSP And The Moon _94465_.txt,dropped,too_short(<6_words),4,0.8421,0.0,0.0,0.75,0.5,4.0,unknown,personas if you you
data\whisper_transcriptions\Thaione Davis - Requiem for Stateway 14365.txt,dropped,low_token_diversity,9,0.7895,0.0,0.0,0.3333,0.3333,3.3333,unknown,With my love With my love With my love
data\whisper_transcriptions\That Awful Rhythm - An Anthem For The Dying West 94419.txt,kept,,18,0.8163,0.0,0.0,0.6667,0.1111,4.3889,unknown,So take comfort in more mistakes It is a cancer So take comfort in more mistakes and harder drinks
data\whisper_transcriptions\The #1s - I Wish I Was Lonely 110167.txt,kept,,40,0.7385,0.0459,0.0,0.875,0.075,3.775,unknown,"I was lonely, so sad, take me, I'd see Walking for the stronger love, but just then I'm taking it for me I gotta go, inside me, go Get away from you Maybe I don't know what I am doing Maybe I feel like I'm not going to"
data\whisper_transcriptions\The #1s - Sixteen 110166.txt,kept,,56,0.7492,0.0363,0.0,0.6786,0.0893,3.9286,unknown,"I said, yeah, I'm all good, right? I don't know why she said it's got to be That all she wanted Is that I can't be So I'm walking in town and she caught my eye My heart nearly stopped when I saw her smile And I looked in her eyes that she didn't care"
data\whisper_transcriptions\The Apartment - alone now 5521.txt,kept,,12,0.7838,0.0541,0.0,1.0,0.0833,4.8333,unknown,"I think we're alone, but eating our hearts is only sound. Teenage Spirits."
data\whisper_transcriptions\The Barreracudas - Cut Me Loose 123867.txt,kept,,62,0.7692,0.0308,0.0,0.5645,0.0806,4.0,unknown,"But every night and it just falls apart You ain't ever gonna see me cry But every night and I'm gonna cheer a lot So if you want me to stop fighting Stay with me, stop trying I'm ready and I ain't gonna lose So darling, tell me, lose You ain't ever g"
data\whisper_transcriptions\The Barreracudas - Nasty Boots 123866.txt,kept,,39,0.795,0.005,0.0,0.5641,0.1282,4.0513,unknown,Stand together You and I know that nothing lasts forever So tear me apart and put me back together So tear me apart Tear me apart Tear me apart Break my heart Break it down Break it down It's a little
data\whisper_transcriptions\The Barreracudas - Promises 123868.txt,kept,,58,0.7713,0.0335,0.0,0.6897,0.1034,4.2759,unknown,"You like me, cause it could go downhill I can't promise that you love me, but you probably will I can't promise you forever baby, cause that just went too long I got a pocket big quarter down, and I'm your donkey down Cause I think that you need a ne"
data\whisper_transcriptions\The Bins & Nardo - Dreams Of Summer 94426.txt,kept,,49,0.7901,0.0041,0.0,0.7347,0.0612,3.898,unknown,To the place I wanna stay And even if The time slips past And reality's all too made I can think Hot summer day Carry me along Hot summer day Carry me along Now Stay in your happy place You wanna know the secret Just leave it All that bad news
data\whisper_transcriptions\The Black Bug - You A Grave 28692.txt,kept,,23,0.741,0.0432,0.0,0.7826,0.087,4.0,unknown,"I'm taking your way I can't wanna say what we say But I'm taking your way Leave my candle alone I'm not a mess I know I'm not wrong Okay, I"
data\whisper_transcriptions\The Blessed Cassettes - Miss You Miss Mew 140043.txt,kept,,22,0.6891,0.0756,0.0,0.4091,0.2273,3.4091,unknown,"I'm guessing it's new, so you know what I do, yes I do, yes I do I'm guessing it's new, so you know what I do, yes I do"
data\whisper_transcriptions\The Blind Shake - Call of the Beehive 72456.txt,kept,,14,0.7532,0.0649,0.0,0.7143,0.2143,4.1429,unknown,"наз range Hi Hi Shadow, thessen and the sound of the again Shadow, the zabily"
data\whisper_transcriptions\The Bran Flakes - Spunky Left Two Three 29745.txt,dropped,boilerplate_or_non_lyrics,9,0.7708,0.0625,0.0,1.0,0.1111,4.2222,unknown,"Welcome to the podcast, and we'll be right back."
data\whisper_transcriptions\The Bribe and the Mockery - At the Carnival 142529.txt,kept,,43,0.7838,0.027,0.0,0.7907,0.093,4.0698,unknown,"Son, you are in, you can have it all now You can hope for an illusion Of every single thing you wanted Come alive, take control Lose your appetite, it's too powerful Breathe in angst, and then storm it off Breathe in angst"
data\whisper_transcriptions\The Bribe and the Mockery - Aurora 142528.txt,kept,,68,0.7949,0.014,0.0,0.9118,0.0441,4.1618,unknown,"With a musk in my robe, you're blinding me Bis hier jetzt war ich immer sehr unglücklich Nur schreiben sie mir einfach auf der Belogen Und in diesen Zeiten, ich werde es noch anziehen Weil wir nicht in den Stil Rain as a metaphor for pain Doesn't qua"
data\whisper_transcriptions\The Bribe and the Mockery - Aurora _142528_.txt,kept,,63,0.7887,0.0179,0.0,0.8571,0.0635,4.1587,unknown,"The muscle mode, you blinded with me This chair is always very uncomfortable for me There's only one word that I need to know Under these times, I'm the best one I've ever been in this team Rain is a metaphor for pain Doesn't quantify the same To act"
data\whisper_transcriptions\The Bribe and the Mockery - Ships 142530.txt,kept,,41,0.7925,0.0142,0.0,0.7805,0.0976,4.0732,unknown,"And let them pray Let them pray And the highway sings your name eternally Oh, while the free world crumbles in its most silent of ways And my hands, they shake with handshakes Oh, all over the place And if I ever"
data\whisper_transcriptions\The Bribe and the Mockery - Unless You Trade 142532.txt,kept,,14,0.8289,0.0,0.0,0.7143,0.2143,4.5,unknown,And somehow Is licking all your wounds now And wasting away And wasting away
data\whisper_transcriptions\The Bribe and the Mockery - You Will Be Ok 142531.txt,kept,,26,0.7556,0.0519,0.0,0.8846,0.1154,3.9231,unknown,Did you hear me? I? When? Yesterday. So you won't have to bother your little head about it anymore. You can just go ahead and have fun.
data\whisper_transcriptions\The Carnys - having fun 122805.txt,kept,,40,0.724,0.0677,0.0,0.825,0.075,3.525,unknown,"And so, you're not the only one having fun. It is easy, relax and see. Just watch fun fall from a tree. Bump you on top of the head. You're having fun now, are you? Don't go to bed. Stay home."
data\whisper_transcriptions\The Carnys - nitemare 122807.txt,kept,,37,0.797,0.0198,0.0,0.8108,0.1622,4.3514,unknown,"Sends a shiver down the spine Watch the kids run away crying Oh, the nightmare house The nightmare house Yeah, when there's no way out Families get lost at the fam Go try the inflammation book Hey, baby"
data\whisper_transcriptions\The Carnys - nitemare _122807_.txt,kept,,36,0.803,0.0152,0.0,0.75,0.1944,4.3889,unknown,"Sends a shiver down the spine Watch the kids run away crying Oh, the nightmare house The nightmare house Boo! Boo! The awareness no way out Families get lost at the fair Go try the information booth"
data\whisper_transcriptions\The Carnys - smelliest 122804.txt,kept,,64,0.8081,0.0058,0.0,0.7188,0.1719,4.3438,unknown,"The Smelliest Man in the World Thought you had him out of that after tonight When we unseal the walls and flip up the heat light To raise the temperature higher, raise the sixty years of stench The one who lasts the longest wins a nose that doesn't p"
data\whisper_transcriptions\The Chapin Sisters - Bird Song 93712.txt,kept,,23,0.8034,0.0085,0.0,0.7826,0.087,4.087,unknown,Where are you tonight? Let the rain pour down again Rain in my hands Where you are then When the morning light awaits
data\whisper_transcriptions\The Chapin Sisters - Don't Love You 93704.txt,kept,,41,0.7243,0.0748,0.0,0.7073,0.122,3.9024,unknown,"That it's only just a habit, it's not me You're so easy, don't you see? Oh my darling, I don't love you And I'm not about to start Don't adore you, won't die for you Not afraid, you'll break my heart Don't love you"
data\whisper_transcriptions\The Chapin Sisters - Don't Love You _93704_.txt,kept,,44,0.7169,0.0731,0.0,0.7273,0.0909,3.6364,unknown,"I'm sure that it's only just to have it It's not me who's so easy, don't you see? Oh my darling I don't love you And I'm not about to start Don't adore, you won't die for you Not afraid, you'll break my heart No, no, no"
data\whisper_transcriptions\The Chapin Sisters - Let Me Go 93716.txt,dropped,too_repetitive,21,0.7091,0.1091,0.0,0.381,0.381,3.7143,unknown,"If someone loves you, money, money, money, money, money, money, money, money, let me go. Let me go, let me go."
data\whisper_transcriptions\The Chapin Sisters - Palm Tree 93710.txt,kept,,40,0.7582,0.0275,0.0,0.575,0.1,3.45,unknown,"Like the waves of the sea Oh, I'll be hanging in the leaves Of this dusty old palm tree If you're only left of me Then swear I'll be In this dusty palm tree If you're only left of me"
data\whisper_transcriptions\The Copycuts - Lovers Like Neon 113809.txt,kept,,42,0.7628,0.0465,0.0,0.4762,0.0952,4.0,unknown,"Just take your time, and please take mine Just take your time, and please take mine We can call the hotel home, doesn't matter if we're all alone, no We can call the hotel home, doesn't matter if we're all alone, no"
data\whisper_transcriptions\The Copycuts - Next Life 113808.txt,kept,,27,0.7521,0.0331,0.0,0.6296,0.1111,3.4815,unknown,"At the show, this first rehearsal ends Like we planned it But you won't let me go You won't let me go You won't let me go"
data\whisper_transcriptions\The Copycuts - Soul Rising 113810.txt,kept,,38,0.7368,0.0351,0.0,0.5789,0.1579,3.2368,unknown,"The wheels in my mind are like broken spokes now And I'm falling so fast, all I can see is the ground Give it up, give it up, give it up Give it up, give it up, give it up"
data\whisper_transcriptions\The Corin Tucker Band - Doubt 40986.txt,kept,,7,0.75,0.0556,0.0,1.0,0.1429,3.4286,unknown,I've been on the road and I'm crying
data\whisper_transcriptions\The Cosmic Setter - 27 (Radio Edit Version) 96946.txt,kept,,17,0.7527,0.0753,0.0,0.8235,0.1765,4.3529,unknown,"We'll only choose, Lord Jesus, we'll back my life's house We'll only shine, no one teaches us"
data\whisper_transcriptions\The Craters - In It For You 92125.txt,kept,,41,0.752,0.0569,0.0,0.7805,0.0732,4.3659,unknown,"In the windows, get outside alone You're a grand tall, I'm a square soul Call at my phone Just don't waste your time, asking questions Cause I'm past them, and I'm past them What's in the crazy world? I feel a dream, oh What's in the crazy world?"
data\whisper_transcriptions\The Crypts! - Ate A Pizza 128709.txt,dropped,too_short(<6_words),4,0.75,0.0417,0.0,0.5,0.5,4.0,unknown,"Eat a pizza, eat a pizza"
data\whisper_transcriptions\The Crypts! - Junky Magician 128711.txt,kept,,6,0.7812,0.0312,0.0,0.6667,0.3333,4.0,unknown,"Stole the stereo, I stole the TV"
data\whisper_transcriptions\The Crypts! - Junky Magician _128711_.txt,kept,,60,0.7826,0.0348,0.0,0.9167,0.0333,4.45,unknown,"Stole the stereo, stole the TV, but my transaction needed no money Alakazam, let's bring candy High grade scag like black tar, tourniquets from nowhere, boozar Next thing you know, I'm flexible my car Don't ask me for white rabbits, gozore, only deal"
data\whisper_transcriptions\The Custodian of Records - Big Father 78984.txt,kept,,91,0.7632,0.0333,0.0,0.7033,0.0659,4.1868,unknown,"I make your teeth shake, better get your teeth break I bet you won't talk shit when your physique's trace You can't scream me, I thought you was mean gene So where's your team slim? I thought you was team king, but what a clean trim Your gums clean f"
data\whisper_transcriptions\The Custodian of Records - Now Dance 78998.txt,dropped,too_short(<6_words),5,0.7273,0.0909,0.0,1.0,0.2,3.2,unknown,"All right, this is it."
data\whisper_transcriptions\The Custodian of Records - Rashad & Confidence-The City (No Contest Mix) 78516.txt,kept,,114,0.7966,0.0401,0.0,0.7807,0.1053,4.8772,unknown,"From confusion and distraction, OGs be on the block, chillin' on the stoop, relaxin', watchin' the drug merchants and consumers interactin', bootleggers displayin' CDs with the music blastin', outside the sneaker spot where you could cop the newest f"
data\whisper_transcriptions\The Degs - Could it be so Hard 128699.txt,kept,,31,0.7722,0.019,0.0,0.6452,0.0968,3.8387,unknown,"I love some peace and quiet Could it be so hard? Well, I love to get excited But my mind just keeps rewinding I love some peace and quiet Could it be so hard?"
data\whisper_transcriptions\The Dread - Mustard Sally 123438.txt,kept,,80,0.7752,0.0344,0.0,0.75,0.0625,4.225,unknown,"Prepare for any weather, attitude is like whatever Simply based on all the clues, who's unraveling your sweater In fact, you be careful and so clever, remember that So you better know the road and anytime I be your map Just figure that, I'm the one t"
data\whisper_transcriptions\The Dread - Mustard Sally _123438_.txt,kept,,74,0.7634,0.0463,0.0,0.7973,0.0676,4.2432,unknown,"🎵🎵🎵 Prepare for any weather, attitude is like whatever Simply based on all the clues, who's a rival and you're sweater In fact, you be careful and so clever, remember that So you better know the road and anytime I be your map Just figure that, I'm th"
data\whisper_transcriptions\The Dread - Permission 123439.txt,kept,,53,0.8,0.0237,0.0,0.4528,0.0943,4.566,unknown,"Share my scars and wear my blood broadcast And this here to the masses Share my scars and wear my blood We don't need your permission We don't need your permission We don't need your permission Hold up, they ain't really saying nothing We don't need "
data\whisper_transcriptions\The Dread - Permission _123439_.txt,kept,,54,0.7867,0.04,0.0,0.5,0.0926,4.463,unknown,"Cameras, calls and whims like bro-bro-casts and this hits To the masses, she must calls and whims like this We don't need your permission We don't need your permission We don't need your permission Oh, love, they really say you're not a nut We don't "
data\whisper_transcriptions\The Dread - Wheels Of Fortune (411) 123442.txt,kept,,69,0.7649,0.0388,0.0,0.7826,0.0435,4.2029,unknown,"We can run with a hundred miles and run it Consider me a weapon, I'm like what's the problem? Thought there was something to check, driving despite all the stress Is it remarkable? Yes, it's a miracle, can't you picture it? Couldn't picture no less I"
data\whisper_transcriptions\The Dreams - Reggae 2 29813.txt,kept,,33,0.7413,0.0,0.0,0.5455,0.1515,3.0606,unknown,I want to be bad boys But I want to be bad part of you And if I need to kill somebody to have a bad part of you I do it For you For you For you
data\whisper_transcriptions\The Duo - 04 The Duo ft DJ BrerRabbit - 70s Comic Interlude Pt.2 43899.txt,kept,,40,0.7746,0.0329,0.0,0.675,0.125,4.05,unknown,"Boy, I'm not, not wanting you Keep out of my way Wait, let me down And we'll discuss Like civilized men Me, I'm just Remember Cycle Not wanting you Denied in the center of the earth Not wanting you Not wanting you"
data\whisper_transcriptions\The Flamin' Groovies - Let Me Rock 131657.txt,dropped,too_short(<6_words),3,0.7333,0.0667,0.0,1.0,0.3333,3.0,unknown,I'm going to go
data\whisper_transcriptions\The Friendly Dimension - Just Your Game 18159.txt,kept,,38,0.7443,0.0341,0.0,0.7632,0.1579,3.3158,unknown,"I want to live, I've got to lose you today You are so far, I plan to go to your store And I've got nothing to say there is Nothing at all to tell me Good girl, somehow I'll get"
data\whisper_transcriptions\The Fucked Up Beat - A Sad Song for Junction City Fields 92878.txt,kept,,59,0.7819,0.0453,0.0,0.7288,0.1525,4.661,unknown,"I present this proclamation, and I'll raise the judgment, whereas a significant and valuable new man, he believes, he doesn't recognize the human being, he's ruling the nation, and he's not even here on the ground, informing the spirit of the Lord, h"
data\whisper_transcriptions\The Fucked Up Beat - God speed the Plow 92887.txt,dropped,boilerplate_or_non_lyrics,10,0.7647,0.0588,0.0,1.0,0.1,3.8,unknown,"Welcome to the podcast, and I'll see you next time."
data\whisper_transcriptions\The Fucked Up Beat - Phonograph Recordings Sleepy City 92874.txt,dropped,boilerplate_or_non_lyrics,9,0.7708,0.0625,0.0,1.0,0.1111,4.2222,unknown,"Welcome to the podcast, and we'll be right back."
data\whisper_transcriptions\The Fucked Up Beat - Sings the Destitute Children of Great Bend 92888.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\The Gasoline Brothers - Hungover Boxing Day 74383.txt,kept,,37,0.7778,0.0097,0.0,0.7568,0.0811,4.1351,unknown,"I just drink them away, I soak them in alcohol And while the new day dies, it feels like my head explodes And the world is spinning way too fast I have a boxing deal I have a boxing deal I have a boxing deal"
data\whisper_transcriptions\The Gasoline Brothers - Over Me 22097.txt,kept,,7,0.75,0.0556,0.0,0.8571,0.2857,3.7143,unknown,Can't be over me Before I'm over you
data\whisper_transcriptions\The Golden Dawn - Enjoy the nature 118738.txt,kept,,24,0.8058,0.0072,0.0,0.875,0.125,4.5833,unknown,Stars and laughter in the night like a sign Beauty rising up the mountain's high The rivers on me With a sweet lullaby With a simple vision
data\whisper_transcriptions\The Golden Dawn - Enjoy the nature _118738_.txt,kept,,25,0.8188,0.0,0.0,0.84,0.16,4.48,unknown,Stars and laughter in the night like a sign Beauty rising up the mountain tight Rivers on me With the sweet lullaby With the simple vision
data\whisper_transcriptions\The Golden Hours - My Feet Beneath The Water 58116.txt,kept,,30,0.7959,0.0068,0.0,0.7,0.1333,3.9,unknown,"Come on, the bugs that form the surface Move with the breeze And rest up on their spindly little feet Sing on your love game Sing on your love game"
data\whisper_transcriptions\The Golden Hours - Spooky 58115.txt,kept,,6,0.8571,0.0,0.0,1.0,0.1667,5.0,unknown,There was something you were saying
data\whisper_transcriptions\The Golden Hours - The Painting I Made 58117.txt,kept,,26,0.7868,0.0074,0.0,0.6538,0.1538,4.0,unknown,"The drawing I drew I drew it for you The lines, the curves and the colors Red streaking through blue Man for your eyes I drew it for you"
data\whisper_transcriptions\The Golden Path - Meditations of a Warrior 132272.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\The Great Cold - EOS 137998.txt,dropped,boilerplate_or_non_lyrics,9,0.7708,0.0625,0.0,1.0,0.1111,4.2222,unknown,"Welcome to the podcast, and we'll be right back."
data\whisper_transcriptions\The Happy Valley Band - Good Luck Charm 64247.txt,kept,,33,0.7432,0.071,0.0,0.6364,0.1212,4.0606,unknown,"More rabbits forget, but come on and be my new Good luck, Chakra, you sweet light I want a good luck, Chakra, hanging on my Dread, dread, dirdle, dirdle, dirdle, dirdle Oh, oh, oh, oh"
data\whisper_transcriptions\The Happy Valley Band - In the Ghetto 64252.txt,kept,,49,0.7899,0.0042,0.0,0.6122,0.102,3.8163,unknown,"The wind blows in the ghetto And his hunger burns So he starts to roam the streets at night And he learns how to steal And he learns how to fight in the ghetto In one night in desperation The young man breaks away He buys a gun, he steals"
data\whisper_transcriptions\The Happy Valley Band - In the Ghetto _64252_.txt,kept,,50,0.7755,0.0122,0.0,0.62,0.1,3.74,unknown,"Oh, it blows in the ghetto And his hunger burns So he starts to roam the streets at night And he learns how to steal And he learns how to fight in the ghetto In one night, in desperation The young man breaks a ring He buys a gun, he steals a gun"
data\whisper_transcriptions\The Happy Valley Band - Midnight Mover 64253.txt,kept,,23,0.75,0.0698,0.0,0.9565,0.087,5.1304,unknown,"I'm a midnight creeper, all day sleeper, I'm a midnight rover, I'm a little things over, leave your love light shining bright, make me know that I think it's alright, I, I,"
data\whisper_transcriptions\The Happy Valley Band - Wooden Heart 64248.txt,kept,,45,0.7087,0.0826,0.0,0.4222,0.1778,3.7111,unknown,"Treat me nice, treat me good, treat me like a mealy shoe Cause I'm not made of wood, and I don't have a good end Who's it then, who's it then, who's it then, who's it then Who's it then, who's it then, who's it then, who's it then"
data\whisper_transcriptions\The Happy Valley Band - Wooden Heart _64248_.txt,kept,,22,0.7757,0.028,0.0,0.6818,0.1364,3.8182,unknown,"Totally Freefire For You You stay to lay in house, stay to lay in house When you mind shots, it'll be still"
"data\whisper_transcriptions\The Harvey Girls - Good Morning, Bubblegum 12376.txt",kept,,26,0.7372,0.0438,0.0,0.8077,0.1154,3.6154,unknown,"One stains my tongue It wakes my mouth and makes me young I will always be in love, in love, in love I'm a lady, oh, I'm a cause of sugar"
data\whisper_transcriptions\The Hate Noise - 15 - Old Bonus Track - Welcome to My Country 53381.txt,dropped,low_token_diversity,61,0.7626,0.0593,0.0,0.3443,0.0984,4.2295,unknown,"Hello, welcome to my country. Oh, there are gods, right to help my country. And there are animals, and there are things, and there are things, and there are things, there's lots of Jesus, and He is everywhere, and He is everywhere. Hello, welcome to "
data\whisper_transcriptions\The Hate Noise - Bicycle 68592.txt,kept,,81,0.7775,0.0141,0.0023,0.8519,0.0494,4.0123,unknown,"I got cards in my spokes so my tires can't clack Take your feet off the belts, leave you 8 miles back This ain't a marathon like the Tour de France And I got two balls so I must not be Lance I'm strong, but legs are strong too It pretty much explains"
data\whisper_transcriptions\The Hate Noise - Christmas is for Faggots 68600.txt,kept,,43,0.7912,0.0366,0.0,0.9302,0.0465,4.907,unknown,"Files in the mall, smelling alcohol, grabbing balls Lame music, wasted trees and paper Take a trip north, find Mrs. Claus and fucking raper I got no soul, there's coal in my chest Mistletoe smoking, Grinch, yeah I'm rolling the best Last night I stra"
data\whisper_transcriptions\The Hate Noise - Dropout Boogie 68601.txt,kept,,103,0.7591,0.0456,0.0,0.6408,0.0777,4.0,unknown,"My thesis is please, if you believe in a Jesus, take me out of this place before my head becomes a plastic prop thesis. In the back of the classes, we'll repast my time, like a cool kid, scrolling out my asshole rhymes. Welcome to the back of the cla"
data\whisper_transcriptions\The Hate Noise - Dropout Boogie _68601_.txt,kept,,105,0.7844,0.0163,0.0,0.6571,0.0762,4.0667,unknown,"Getting a degree is essential My thesis is please if you believe in the Jesus Take me out of this place before my head becomes a plastic In my back of the classes where I pass my time Like a cool kid, scrolling out my asshole rhymes Welcome to the ba"
data\whisper_transcriptions\The Hate Noise - Mama Said Knock You L33T 53379.txt,kept,,67,0.7661,0.0457,0.0,0.4925,0.0896,4.3284,unknown,I don't like no music playin' here He don't like no music playin' here My brother don't like no music playin' here He don't like no music playin' here But when I know it's sickin' while I play my music in My mom don't like no music playin' here No dr
